Unnamed: 0,country,product,entitlement_period,marketing_channel,family_type,hourspendonapp,promo_applied,cross_sell_flag,customer_support__satisfaction,usage_frequency_per_day,asp,previous_year_retention,retention_rate_yr_1,quarter
16,India,p1,Annual,Digital,Y,Medium,N,Y,4,5.0,9.49,64.97713882232868,65.5,2020Q1
17,India,p2,Annual,Digital,Y,Medium,N,Y,5,4.0,9.9,74.36475867447243,72.0,2020Q1
18,Japan,p1,Annual,Digital,Y,Medium,N,Y,5,6.0,22.99,82.70719220560555,86.0,2020Q1
19,Japan,p2,Annual,Digital,Y,Medium,N,Y,5,5.0,41.99,85.48942631022764,91.0,2020Q1
20,USA,p1,Monthly,Digital,Y,Medium,N,Y,4,3.0,65.99,76.86604965197452,71.0,2020Q1
21,USA,p2,Monthly,Digital,Y,Medium,N,Y,5,5.0,107.99,77.042955589912,77.0,2020Q1
22,India,p1,Monthly,Digital,Y,Medium,N,Y,5,3.0,11.49,67.69665327591466,65.0,2020Q1
23,India,p2,Monthly,Digital,Y,Medium,N,Y,5,3.0,12.99,67.60320515522811,70.0,2020Q1
24,Japan,p1,Monthly,Digital,Y,Medium,N,Y,5,4.0,27.99,79.51561365636212,81.0,2020Q1
25,Japan,p2,Monthly,Digital,Y,Medium,N,Y,4,7.0,49.99,85.67295780047934,86.0,2020Q1
26,Japan,p1,Bi-annual,Digital,Y,Medium,N,Y,5,5.0,20.99,86.250000540006,91.0,2020Q1
27,Japan,p2,Bi-annual,Digital,Y,Medium,N,Y,5,6.0,37.99,94.9436182122664,96.0,2020Q1
28,USA,p1,Annual,Offline,N,Medium,N,Y,4,4.0,24.99,75.95187397070058,77.0,2020Q1
29,USA,p2,Annual,Offline,N,Medium,N,Y,4,5.0,39.99,79.8260950049309,80.5,2020Q1
30,India,p1,Annual,Offline,N,Medium,N,Y,5,4.0,5.99,69.99876565565836,70.0,2020Q1
31,India,p2,Annual,Offline,N,Medium,N,Y,5,5.0,14.99,80.1163806019072,73.5,2020Q1
32,Japan,p1,Annual,Offline,N,Medium,N,Y,5,6.0,14.99,84.46081911589354,85.0,2020Q1
33,Japan,p2,Annual,Offline,N,Medium,N,Y,5,7.0,29.99,87.37151079550856,92.0,2020Q1
34,USA,p1,Monthly,Offline,N,Medium,N,Y,4,5.0,29.99,75.41921930249296,71.5,2020Q1
35,USA,p2,Monthly,Offline,N,Medium,N,Y,5,5.0,47.99,74.14669358682268,77.0,2020Q1
36,India,p1,Monthly,Offline,N,Medium,N,Y,5,3.0,6.99,70.23302675820055,67.5,2020Q1
37,India,p2,Monthly,Offline,N,Medium,N,Y,5,1.0,17.99,66.89625116263204,71.0,2020Q1
38,Japan,p1,Monthly,Offline,N,Medium,N,Y,4,5.0,17.99,78.93426075351249,83.0,2020Q1
39,Japan,p2,Monthly,Offline,N,Medium,N,Y,5,5.0,35.99,87.19809246281847,87.5,2020Q1
40,Japan,p1,Bi-annual,Offline,N,Medium,N,Y,5,5.0,13.49,88.34949930570778,87.0,2020Q1
41,Japan,p2,Bi-annual,Offline,N,Medium,N,Y,4,4.0,26.99,90.5238921827852,91.5,2020Q1
42,USA,p1,Annual,Digital,N,Medium,N,Y,5,5.0,24.99,73.96349629950203,73.0,2020Q1
43,USA,p2,Annual,Digital,N,Medium,N,Y,4,3.0,39.99,78.52370623725177,79.0,2020Q1
44,India,p1,Annual,Digital,N,Medium,N,Y,4,4.0,5.99,62.34669009540488,64.0,2020Q1
45,India,p2,Annual,Digital,N,Medium,N,Y,5,4.0,14.99,69.65491211540588,70.0,2020Q1
46,Japan,p1,Annual,Digital,N,Medium,N,Y,5,6.0,14.99,81.88436040458532,83.5,2020Q1
47,Japan,p2,Annual,Digital,N,Medium,N,Y,5,6.0,29.99,90.12698450628756,88.0,2020Q1
48,USA,p1,Monthly,Digital,N,Medium,N,Y,5,6.0,29.99,72.75024634193522,70.0,2020Q1
49,USA,p2,Monthly,Digital,N,Medium,N,Y,5,6.0,47.99,71.29356609868093,75.5,2020Q1
50,India,p1,Monthly,Digital,N,Medium,N,Y,5,5.0,6.99,66.74338937712326,63.0,2020Q1
51,India,p2,Monthly,Digital,N,Medium,N,Y,4,5.0,17.99,68.5042765668041,67.5,2020Q1
52,Japan,p1,Monthly,Digital,N,Medium,N,Y,4,5.0,17.99,76.57984231278452,78.0,2020Q1
53,Japan,p2,Monthly,Digital,N,Medium,N,Y,4,5.0,35.99,86.28046106641496,85.0,2020Q1
54,Japan,p1,Bi-annual,Digital,N,Medium,N,Y,5,5.0,13.49,90.47595126667822,88.5,2020Q1
55,Japan,p2,Bi-annual,Digital,N,Medium,N,Y,5,6.0,26.99,94.0107060695776,93.0,2020Q1
56,USA,p1,Annual,Offline,Y,Medium,N,Y,4,6.0,54.99,75.25746186884913,77.0,2020Q1
57,USA,p2,Annual,Offline,Y,Medium,N,Y,3,5.0,89.99,79.77510495785096,80.5,2020Q1
58,India,p1,Annual,Offline,Y,Medium,N,Y,4,4.0,9.49,73.98928605615649,71.5,2020Q1
59,India,p2,Annual,Offline,Y,Medium,N,Y,3,4.0,9.9,78.83954464600272,75.0,2020Q1
60,Japan,p1,Annual,Offline,Y,Medium,N,Y,3,7.0,22.99,84.38041072120177,86.5,2020Q1
61,Japan,p2,Annual,Offline,Y,Medium,N,Y,4,6.0,41.99,90.75972183765752,93.0,2020Q1
62,USA,p1,Monthly,Offline,Y,Medium,N,Y,3,5.0,65.99,70.22998472273756,72.0,2020Q1
63,USA,p2,Monthly,Offline,Y,Medium,N,Y,3,4.0,107.99,74.64340258420091,77.5,2020Q1
64,India,p1,Monthly,Offline,Y,Medium,N,Y,3,4.0,11.49,73.6900575489245,69.5,2020Q1
65,India,p2,Monthly,Offline,Y,Medium,N,Y,3,2.0,12.99,78.24760248591299,73.0,2020Q1
66,Japan,p1,Monthly,Offline,Y,Medium,N,Y,4,5.0,27.99,82.16551036251809,82.5,2020Q1
67,Japan,p2,Monthly,Offline,Y,Medium,N,Y,3,5.0,49.99,90.82100638532454,89.0,2020Q1
68,Japan,p1,Bi-annual,Offline,Y,Medium,N,Y,3,7.0,20.99,88.10268910641452,88.0,2020Q1
69,Japan,p2,Bi-annual,Offline,Y,Medium,N,Y,3,7.0,37.99,88.99740653558206,92.5,2020Q1
70,USA,p1,Annual,Digital,Y,Medium,N,Y,3,4.0,54.99,77.47698933671892,75.5,2020Q1
71,USA,p2,Annual,Digital,Y,Medium,N,Y,3,4.0,89.99,83.87674295592407,79.0,2020Q1
72,India,p1,Annual,Digital,Y,Medium,N,Y,3,3.0,9.49,66.54582844297757,64.0,2020Q1
73,India,p2,Annual,Digital,Y,Medium,N,Y,3,5.0,9.9,78.00418605757085,72.0,2020Q1
74,Japan,p1,Annual,Digital,Y,Medium,N,Y,3,5.0,22.99,76.8750243377719,85.0,2020Q1
75,Japan,p2,Annual,Digital,Y,Medium,N,Y,4,7.0,41.99,90.7173494983094,89.5,2020Q1
76,USA,p1,Monthly,Digital,Y,Medium,N,Y,3,3.0,65.99,72.42846525238375,70.5,2020Q1
77,USA,p2,Monthly,Digital,Y,Medium,N,Y,3,4.0,107.99,75.97980789934476,76.0,2020Q1
78,India,p1,Monthly,Digital,Y,Medium,N,Y,3,3.0,11.49,66.49218506164316,63.5,2020Q1
79,India,p2,Monthly,Digital,Y,Medium,N,Y,3,3.0,12.99,65.96504841033635,70.0,2020Q1
80,Japan,p1,Monthly,Digital,Y,Medium,N,Y,3,5.0,27.99,79.61072320977783,80.0,2020Q1
81,Japan,p2,Monthly,Digital,Y,Medium,N,Y,3,4.0,49.99,85.11452305629186,84.5,2020Q1
82,Japan,p1,Bi-annual,Digital,Y,Medium,N,Y,3,7.0,20.99,93.47669098529036,90.5,2020Q1
83,Japan,p2,Bi-annual,Digital,Y,Medium,N,Y,3,6.0,37.99,91.49161721501666,95.0,2020Q1
84,USA,p1,Annual,Offline,N,Medium,N,Y,3,3.0,24.99,74.07188749725732,75.5,2020Q1
85,USA,p2,Annual,Offline,N,Medium,N,Y,4,4.0,39.99,79.21468077616879,80.5,2020Q1
86,India,p1,Annual,Offline,N,Medium,N,Y,4,4.0,5.99,73.56449125587224,69.0,2020Q1
87,India,p2,Annual,Offline,N,Medium,N,Y,4,5.0,14.99,74.40697364457942,72.0,2020Q1
88,Japan,p1,Annual,Offline,N,Medium,N,Y,3,5.0,14.99,82.5331742441285,84.5,2020Q1
89,Japan,p2,Annual,Offline,N,Medium,N,Y,3,5.0,29.99,91.09403037430276,91.0,2020Q1
90,USA,p1,Monthly,Offline,N,Medium,N,Y,3,2.0,29.99,72.03266016198083,70.0,2020Q1
91,USA,p2,Monthly,Offline,N,Medium,N,Y,3,6.0,47.99,80.51946097686157,77.0,2020Q1
92,India,p1,Monthly,Offline,N,Medium,N,Y,3,1.0,6.99,66.73169527259209,66.5,2020Q1
93,India,p2,Monthly,Offline,N,Medium,N,Y,3,4.0,17.99,70.37140470328363,69.5,2020Q1
94,Japan,p1,Monthly,Offline,N,Medium,N,Y,4,5.0,17.99,81.23382692769579,82.5,2020Q1
95,Japan,p2,Monthly,Offline,N,Medium,N,Y,3,6.0,35.99,81.51536987871543,86.5,2020Q1
96,Japan,p1,Bi-annual,Offline,N,Medium,N,Y,3,6.0,13.49,85.78699772096647,85.5,2020Q1
97,Japan,p2,Bi-annual,Offline,N,Medium,N,Y,3,7.0,26.99,90.78493684906844,91.5,2020Q1
98,USA,p1,Annual,Digital,N,Medium,N,Y,4,4.0,24.99,73.46498772002025,72.0,2020Q1
99,USA,p2,Annual,Digital,N,Medium,N,Y,3,3.0,39.99,77.44231061168608,77.5,2020Q1
100,India,p1,Annual,Digital,N,Medium,N,Y,3,5.0,5.99,62.10549932303453,63.5,2020Q1
101,India,p2,Annual,Digital,N,Medium,N,Y,4,3.0,14.99,69.67576609756486,69.0,2020Q1
102,Japan,p1,Annual,Digital,N,Medium,N,Y,4,6.0,14.99,80.95259298832343,82.0,2020Q1
103,Japan,p2,Annual,Digital,N,Medium,N,Y,4,5.0,29.99,84.71498087658568,88.0,2020Q1
104,USA,p1,Monthly,Digital,N,Medium,N,Y,3,5.0,29.99,70.43066312755205,69.0,2020Q1
105,USA,p2,Monthly,Digital,N,Medium,N,Y,3,4.0,47.99,76.32614252459526,74.0,2020Q1
106,India,p1,Monthly,Digital,N,Medium,N,Y,3,3.0,6.99,71.29007304875033,63.0,2020Q1
107,India,p2,Monthly,Digital,N,Medium,N,Y,3,5.0,17.99,69.28323390678698,66.5,2020Q1
108,Japan,p1,Monthly,Digital,N,Medium,N,Y,3,2.0,17.99,78.02473547426213,76.5,2020Q1
109,Japan,p2,Monthly,Digital,N,Medium,N,Y,3,5.0,35.99,83.85842069351082,84.5,2020Q1
110,Japan,p1,Bi-annual,Digital,N,Medium,N,Y,3,5.0,13.49,81.04029230587885,87.5,2020Q1
111,Japan,p2,Bi-annual,Digital,N,Medium,N,Y,4,6.0,26.99,89.94793260410908,91.5,2020Q1
112,USA,p1,Annual,Offline,Y,Medium,N,Y,2,4.0,54.99,76.17541159323343,75.0,2020Q1
113,USA,p2,Annual,Offline,Y,Medium,N,Y,2,3.0,89.99,86.99466386160094,79.5,2020Q1
114,India,p1,Annual,Offline,Y,Medium,N,Y,1,4.0,9.49,72.04021490323808,71.0,2020Q1
115,India,p2,Annual,Offline,Y,Medium,N,Y,1,3.0,9.9,76.87779384063128,75.0,2020Q1
116,Japan,p1,Annual,Offline,Y,Medium,N,Y,2,6.0,22.99,84.82407165675575,85.5,2020Q1
117,Japan,p2,Annual,Offline,Y,Medium,N,Y,2,6.0,41.99,87.47352781291781,92.5,2020Q1
118,USA,p1,Monthly,Offline,Y,Medium,N,Y,2,4.0,65.99,76.7764262728705,72.0,2020Q1
119,USA,p2,Monthly,Offline,Y,Medium,N,Y,2,6.0,107.99,78.61369501971308,75.5,2020Q1
120,India,p1,Monthly,Offline,Y,Medium,N,Y,2,5.0,11.49,71.07749706544473,66.5,2020Q1
121,India,p2,Monthly,Offline,Y,Medium,N,Y,1,3.0,12.99,70.80322392789273,72.0,2020Q1
122,Japan,p1,Monthly,Offline,Y,Medium,N,Y,2,3.0,27.99,86.03310426794361,82.0,2020Q1
123,Japan,p2,Monthly,Offline,Y,Medium,N,Y,2,7.0,49.99,83.81984995930007,89.0,2020Q1
124,Japan,p1,Bi-annual,Offline,Y,Medium,N,Y,1,8.0,20.99,87.9082218440341,87.0,2020Q1
125,Japan,p2,Bi-annual,Offline,Y,Medium,N,Y,2,5.0,37.99,95.0,92.0,2020Q1
126,USA,p1,Annual,Digital,Y,Medium,N,Y,2,5.0,54.99,73.54203047840471,75.5,2020Q1
127,USA,p2,Annual,Digital,Y,Medium,N,Y,2,4.0,89.99,76.05182742466974,77.0,2020Q1
128,India,p1,Annual,Digital,Y,Medium,N,Y,1,3.0,9.49,64.39015155915452,61.0,2020Q1
129,India,p2,Annual,Digital,Y,Medium,N,Y,2,7.0,9.9,71.13467855558187,71.0,2020Q1
130,Japan,p1,Annual,Digital,Y,Medium,N,Y,1,6.0,22.99,79.56171384238841,84.5,2020Q1
131,Japan,p2,Annual,Digital,Y,Medium,N,Y,2,6.0,41.99,88.5246650975532,89.5,2020Q1
132,USA,p1,Monthly,Digital,Y,Medium,N,Y,1,4.0,65.99,68.23314294857316,69.5,2020Q1
133,USA,p2,Monthly,Digital,Y,Medium,N,Y,1,3.0,107.99,77.80355155549763,75.5,2020Q1
134,India,p1,Monthly,Digital,Y,Medium,N,Y,1,4.0,11.49,63.549010686258576,63.5,2020Q1
135,India,p2,Monthly,Digital,Y,Medium,N,Y,1,6.0,12.99,74.561373031701,68.0,2020Q1
136,Japan,p1,Monthly,Digital,Y,Medium,N,Y,2,6.0,27.99,75.42035242649065,77.0,2020Q1
137,Japan,p2,Monthly,Digital,Y,Medium,N,Y,1,5.0,49.99,82.28770600490543,83.5,2020Q1
138,Japan,p1,Bi-annual,Digital,Y,Medium,N,Y,1,5.0,20.99,91.11794312204576,90.0,2020Q1
139,Japan,p2,Bi-annual,Digital,Y,Medium,N,Y,1,7.0,37.99,89.41752724392413,95.0,2020Q1
140,USA,p1,Annual,Offline,N,Medium,N,Y,2,4.0,24.99,76.23715361886593,74.5,2020Q1
141,USA,p2,Annual,Offline,N,Medium,N,Y,1,5.0,39.99,84.05469902309673,80.0,2020Q1
142,India,p1,Annual,Offline,N,Medium,N,Y,2,3.0,5.99,66.22133303879647,69.0,2020Q1
143,India,p2,Annual,Offline,N,Medium,N,Y,1,5.0,14.99,72.28750322516896,70.0,2020Q1
144,Japan,p1,Annual,Offline,N,Medium,N,Y,2,5.0,14.99,82.28152421244225,81.5,2020Q1
145,Japan,p2,Annual,Offline,N,Medium,N,Y,2,6.0,29.99,91.02569295536158,90.0,2020Q1
146,USA,p1,Monthly,Offline,N,Medium,N,Y,2,4.0,29.99,67.72481206818907,69.5,2020Q1
147,USA,p2,Monthly,Offline,N,Medium,N,Y,1,5.0,47.99,73.85675819679152,77.0,2020Q1
148,India,p1,Monthly,Offline,N,Medium,N,Y,1,3.0,6.99,69.44427746978106,65.5,2020Q1
149,India,p2,Monthly,Offline,N,Medium,N,Y,1,3.0,17.99,71.76451364893865,69.0,2020Q1
150,Japan,p1,Monthly,Offline,N,Medium,N,Y,1,2.0,17.99,83.10419366265567,82.5,2020Q1
151,Japan,p2,Monthly,Offline,N,Medium,N,Y,1,6.0,35.99,85.083483160845,84.5,2020Q1
152,Japan,p1,Bi-annual,Offline,N,Medium,N,Y,2,7.0,13.49,80.39581147308058,82.5,2020Q1
153,Japan,p2,Bi-annual,Offline,N,Medium,N,Y,1,7.0,26.99,89.8511064355798,90.5,2020Q1
154,USA,p1,Annual,Digital,N,Medium,N,Y,2,4.0,24.99,73.87812672520462,71.5,2020Q1
155,USA,p2,Annual,Digital,N,Medium,N,Y,2,3.0,39.99,76.04589953579807,77.5,2020Q1
156,India,p1,Annual,Digital,N,Medium,N,Y,1,3.0,5.99,70.80566326758489,62.5,2020Q1
157,India,p2,Annual,Digital,N,Medium,N,Y,2,3.0,14.99,71.85425153108282,68.5,2020Q1
158,Japan,p1,Annual,Digital,N,Medium,N,Y,2,5.0,14.99,78.48267371879346,82.0,2020Q1
159,Japan,p2,Annual,Digital,N,Medium,N,Y,1,5.0,29.99,87.26108184920335,86.0,2020Q1
160,USA,p1,Monthly,Digital,N,Medium,N,Y,2,4.0,29.99,65.51317733931067,66.0,2020Q1
161,USA,p2,Monthly,Digital,N,Medium,N,Y,1,4.0,47.99,76.59100785275919,73.0,2020Q1
162,India,p1,Monthly,Digital,N,Medium,N,Y,2,2.0,6.99,68.74733478198462,62.5,2020Q1
163,India,p2,Monthly,Digital,N,Medium,N,Y,1,5.0,17.99,66.38641078960806,66.5,2020Q1
164,Japan,p1,Monthly,Digital,N,Medium,N,Y,1,3.0,17.99,79.22912532871922,75.5,2020Q1
165,Japan,p2,Monthly,Digital,N,Medium,N,Y,2,4.0,35.99,84.85155243317243,84.0,2020Q1
166,Japan,p1,Bi-annual,Digital,N,Medium,N,Y,1,5.0,13.49,89.01780837376128,87.5,2020Q1
167,Japan,p2,Bi-annual,Digital,N,Medium,N,Y,1,5.0,26.99,93.84594622227384,89.5,2020Q1
168,USA,p1,Annual,Offline,Y,High,N,Y,5,6.0,54.99,80.38587306567786,81.0,2020Q1
169,USA,p2,Annual,Offline,Y,High,N,Y,5,6.0,89.99,81.45626554206967,84.0,2020Q1
170,India,p1,Annual,Offline,Y,High,N,Y,4,4.0,9.49,71.71106673392376,73.0,2020Q1
171,India,p2,Annual,Offline,Y,High,N,Y,4,5.0,9.9,74.90059142289059,76.5,2020Q1
172,Japan,p1,Annual,Offline,Y,High,N,Y,5,8.0,22.99,87.67569068987383,89.0,2020Q1
173,Japan,p2,Annual,Offline,Y,High,N,Y,5,6.0,41.99,93.9930678391866,95.0,2020Q1
174,USA,p1,Monthly,Offline,Y,High,N,Y,5,5.0,65.99,77.6554459125571,76.0,2020Q1
175,USA,p2,Monthly,Offline,Y,High,N,Y,4,6.0,107.99,83.50771973442157,81.0,2020Q1
176,India,p1,Monthly,Offline,Y,High,N,Y,4,3.0,11.49,72.63794795004698,71.0,2020Q1
177,India,p2,Monthly,Offline,Y,High,N,Y,5,7.0,12.99,79.80578839910146,74.5,2020Q1
178,Japan,p1,Monthly,Offline,Y,High,N,Y,5,7.0,27.99,83.7297891698439,85.0,2020Q1
179,Japan,p2,Monthly,Offline,Y,High,N,Y,5,5.0,49.99,95.0,91.0,2020Q1
180,Japan,p1,Bi-annual,Offline,Y,High,N,Y,5,6.0,20.99,92.27118370932548,92.0,2020Q1
181,Japan,p2,Bi-annual,Offline,Y,High,N,Y,5,4.0,37.99,91.35524526612386,96.0,2020Q1
182,USA,p1,Annual,Digital,Y,High,N,Y,4,5.0,54.99,74.58314426910177,77.0,2020Q1
183,USA,p2,Annual,Digital,Y,High,N,Y,5,5.0,89.99,82.07939780803673,80.5,2020Q1
184,India,p1,Annual,Digital,Y,High,N,Y,5,4.0,9.49,68.12468935125683,66.5,2020Q1
185,India,p2,Annual,Digital,Y,High,N,Y,5,4.0,9.9,77.22828784951558,74.0,2020Q1
186,Japan,p1,Annual,Digital,Y,High,N,Y,5,7.0,22.99,89.27751885020858,89.0,2020Q1
187,Japan,p2,Annual,Digital,Y,High,N,Y,5,5.0,41.99,91.08812717359658,93.0,2020Q1
188,USA,p1,Monthly,Digital,Y,High,N,Y,5,5.0,65.99,70.98541045165494,72.0,2020Q1
189,USA,p2,Monthly,Digital,Y,High,N,Y,5,4.0,107.99,73.71596117568471,77.5,2020Q1
190,India,p1,Monthly,Digital,Y,High,N,Y,5,2.0,11.49,67.05046946119222,66.0,2020Q1
191,India,p2,Monthly,Digital,Y,High,N,Y,5,4.0,12.99,75.9427550576682,72.0,2020Q1
192,Japan,p1,Monthly,Digital,Y,High,N,Y,5,7.0,27.99,84.2732497299827,84.0,2020Q1
193,Japan,p2,Monthly,Digital,Y,High,N,Y,4,4.0,49.99,83.42423335036548,88.0,2020Q1
194,Japan,p1,Bi-annual,Digital,Y,High,N,Y,5,5.0,20.99,90.9541681009028,92.0,2020Q1
195,Japan,p2,Bi-annual,Digital,Y,High,N,Y,5,7.0,37.99,95.0,96.5,2020Q1
196,USA,p1,Annual,Offline,N,High,N,Y,5,4.0,24.99,75.9775320868622,78.0,2020Q1
197,USA,p2,Annual,Offline,N,High,N,Y,5,5.0,39.99,82.8225396204679,82.5,2020Q1
198,India,p1,Annual,Offline,N,High,N,Y,5,3.0,5.99,74.46952780153869,73.0,2020Q1
199,India,p2,Annual,Offline,N,High,N,Y,5,5.0,14.99,73.09835325058742,75.5,2020Q1
200,Japan,p1,Annual,Offline,N,High,N,Y,4,5.0,14.99,86.39148710954753,86.0,2020Q1
201,Japan,p2,Annual,Offline,N,High,N,Y,5,7.0,29.99,92.50733453206922,92.5,2020Q1
202,USA,p1,Monthly,Offline,N,High,N,Y,5,3.0,29.99,77.02745399750046,72.5,2020Q1
203,USA,p2,Monthly,Offline,N,High,N,Y,5,6.0,47.99,82.4673207439927,79.0,2020Q1
204,India,p1,Monthly,Offline,N,High,N,Y,5,5.0,6.99,68.16523366142611,70.5,2020Q1
205,India,p2,Monthly,Offline,N,High,N,Y,5,4.0,17.99,71.57045295034386,73.0,2020Q1
206,Japan,p1,Monthly,Offline,N,High,N,Y,5,6.0,17.99,85.14917586593269,84.0,2020Q1
207,Japan,p2,Monthly,Offline,N,High,N,Y,5,5.0,35.99,88.5455395820961,88.0,2020Q1
208,Japan,p1,Bi-annual,Offline,N,High,N,Y,5,5.0,13.49,88.54921201319438,88.0,2020Q1
209,Japan,p2,Bi-annual,Offline,N,High,N,Y,5,8.0,26.99,95.0,93.5,2020Q1
210,USA,p1,Annual,Digital,N,High,N,Y,4,4.0,24.99,78.5117492027639,76.0,2020Q1
211,USA,p2,Annual,Digital,N,High,N,Y,5,4.0,39.99,84.40530340286027,81.0,2020Q1
212,India,p1,Annual,Digital,N,High,N,Y,5,4.0,5.99,70.27684012099726,65.0,2020Q1
213,India,p2,Annual,Digital,N,High,N,Y,5,4.0,14.99,74.07105619351955,70.5,2020Q1
214,Japan,p1,Annual,Digital,N,High,N,Y,4,6.0,14.99,83.15747572005037,84.5,2020Q1
215,Japan,p2,Annual,Digital,N,High,N,Y,5,5.0,29.99,90.95917468212096,90.0,2020Q1
216,USA,p1,Monthly,Digital,N,High,N,Y,5,3.0,29.99,72.05070458859223,73.0,2020Q1
217,USA,p2,Monthly,Digital,N,High,N,Y,4,4.0,47.99,77.43581564275668,77.5,2020Q1
218,India,p1,Monthly,Digital,N,High,N,Y,5,2.0,6.99,65.23739599753434,64.0,2020Q1
219,India,p2,Monthly,Digital,N,High,N,Y,5,5.0,17.99,70.28840882702112,68.0,2020Q1
220,Japan,p1,Monthly,Digital,N,High,N,Y,4,5.0,17.99,86.13719375971098,79.0,2020Q1
221,Japan,p2,Monthly,Digital,N,High,N,Y,4,6.0,35.99,80.76520671777737,87.0,2020Q1
222,Japan,p1,Bi-annual,Digital,N,High,N,Y,5,6.0,13.49,92.0225463925147,91.5,2020Q1
223,Japan,p2,Bi-annual,Digital,N,High,N,Y,5,6.0,26.99,88.30610282684074,95.0,2020Q1
224,USA,p1,Annual,Offline,Y,High,N,Y,4,7.0,54.99,77.17649050741772,78.0,2020Q1
225,USA,p2,Annual,Offline,Y,High,N,Y,3,5.0,89.99,84.26962476914689,81.0,2020Q1
226,India,p1,Annual,Offline,Y,High,N,Y,4,2.0,9.49,74.06219904498717,72.5,2020Q1
227,India,p2,Annual,Offline,Y,High,N,Y,3,5.0,9.9,74.56319989264618,77.0,2020Q1
228,Japan,p1,Annual,Offline,Y,High,N,Y,3,5.0,22.99,86.24312777877361,89.5,2020Q1
229,Japan,p2,Annual,Offline,Y,High,N,Y,4,6.0,41.99,94.97815456340886,95.0,2020Q1
230,USA,p1,Monthly,Offline,Y,High,N,Y,3,4.0,65.99,72.1742853494237,73.0,2020Q1
231,USA,p2,Monthly,Offline,Y,High,N,Y,3,5.0,107.99,79.18013289425161,78.0,2020Q1
232,India,p1,Monthly,Offline,Y,High,N,Y,3,3.0,11.49,72.30774666187176,70.5,2020Q1
233,India,p2,Monthly,Offline,Y,High,N,Y,3,4.0,12.99,74.10354399801099,75.0,2020Q1
234,Japan,p1,Monthly,Offline,Y,High,N,Y,4,5.0,27.99,91.16530894645996,85.5,2020Q1
235,Japan,p2,Monthly,Offline,Y,High,N,Y,3,7.0,49.99,91.44520119063677,91.0,2020Q1
236,Japan,p1,Bi-annual,Offline,Y,High,N,Y,3,5.0,20.99,82.00568576392776,89.0,2020Q1
237,Japan,p2,Bi-annual,Offline,Y,High,N,Y,3,5.0,37.99,91.84280187980838,93.0,2020Q1
238,USA,p1,Annual,Digital,Y,High,N,Y,3,6.0,54.99,75.34889609115096,76.5,2020Q1
239,USA,p2,Annual,Digital,Y,High,N,Y,3,6.0,89.99,83.58121311554788,81.0,2020Q1
240,India,p1,Annual,Digital,Y,High,N,Y,3,4.0,9.49,66.89337842115447,67.0,2020Q1
241,India,p2,Annual,Digital,Y,High,N,Y,3,4.0,9.9,74.81615032107625,74.0,2020Q1
242,Japan,p1,Annual,Digital,Y,High,N,Y,3,6.0,22.99,86.81992999978311,86.0,2020Q1
243,Japan,p2,Annual,Digital,Y,High,N,Y,4,6.0,41.99,91.269987973486,90.0,2020Q1
244,USA,p1,Monthly,Digital,Y,High,N,Y,3,4.0,65.99,69.53149878388247,71.5,2020Q1
245,USA,p2,Monthly,Digital,Y,High,N,Y,3,5.0,107.99,77.57649871971275,78.0,2020Q1
246,India,p1,Monthly,Digital,Y,High,N,Y,3,4.0,11.49,67.39271951585374,66.5,2020Q1
